#OTUID	taxonomy	confidence
e135225fe652997895bd61ee6eac9fb4	Unassigned	1.0
3f3d258d1c9c7a855fd7d963799ebace	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group; s__uncultured_bacterium	0.7
e1de2f101708484f2fb4b934c85d2a70	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Faecalibacterium; s__uncultured_Faecalibacterium	1.0
a94df43f17ee7e132d569ef1dd467aee	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Faecalibacterium; s__uncultured_bacterium	1.0
36d8a652fb296a285106ab2f87acf839	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__uncultured	0.6
0065d768c71d47e4ea40c922c6fd8f96	d__Bacteria; p__Firmicutes; c__Negativicutes; o__Acidaminococcales; f__Acidaminococcaceae; g__Phascolarctobacterium; s__uncultured_bacterium	0.5714285714285714
3af721edb77314c99867ae8bbae52e87	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides; s__uncultured_organism	0.6
b6c1e72062961a541b78cb579237a692	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Faecalibacterium; s__uncultured_bacterium	1.0
150a89670eff6509630da547fd4588b8	Unassigned	1.0
798c06f48b029416900ed7f8e95dd389	d__Bacteria; p__Firmicutes; c__Clostridia; o__Christensenellales; f__Christensenellaceae; g__Christensenellaceae_R-7_group; s__uncultured_bacterium	1.0
d17d9fb53df9b70bed8a95b89fe7243a	d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Solobacterium; s__uncultured_bacterium	0.9
f528160f2d5fdddd039363e653361bca	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uncultured_bacterium	0.9
8951948c7e55918020d6437b6d40527c	Unassigned	1.0
5820003d4221de4c0e771d6a8f2c24ac	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Paraprevotella; s__uncultured_bacterium	0.7142857142857143
baf9123b4795daa8041efbd79d744249	d__Bacteria; p__Firmicutes; c__Negativicutes; o__Acidaminococcales; f__Acidaminococcaceae; g__Phascolarctobacterium; s__uncultured_bacterium	0.6
488d91bb939e31e736f4ce62ac7675fe	Unassigned	1.0
7e2a3c2743ddc065bfab9507dec35741	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Faecalibacterium; s__uncultured_bacterium	0.9
327090e861852970c805108c66acd976	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__uncultured	0.6
ea2d16056e81044e6e0c2125027dcb6b	Unassigned	1.0
fbfe4601d49d9f3c5f162925e123b862	Unassigned	1.0
9a0ee9cb150f3edeccb5c5b16eab7d46	Unassigned	1.0
deb67086719b546e8786bd67598be094	Unassigned	1.0
9c3e3145209f5d10ed4bd0274adc1153	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uncultured_bacterium	1.0
15564b505e5a83dba976b4a23adbf5e0	Unassigned	1.0
7ec7dcca00b1abd42ee3916b4cad71ef	Unassigned	1.0
57603a4cb6dba823e6046f179ab84c49	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Subdoligranulum; s__uncultured_bacterium	0.9
46858623e2b4dcd9e80708e87f68a1ea	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_colorans	1.0
22595db77bfbfecfd0c00a2fa06fe0d9	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Anaerostipes; s__uncultured_bacterium	0.9
67cd22e87fc4315df2c01d6ae32b01e7	Unassigned	1.0
8868d3655cbed8e8ac2487c6bf894c6a	Unassigned	1.0
2fd6132b4753f46fd4ae14184174ed58	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_ND3007_group; s__uncultured_bacterium	0.9
8720377f2dc19f0a85048da8ed7b1af1	Unassigned	1.0
917ab088218f09697ec6ff2ac6b143f1	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__uncultured_bacterium	1.0
0ea8eaa6a83d85cd7b2fa16d54d8d4a4	Unassigned	1.0
e86a098c7e362cfa05544e479146887e	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__uncultured_bacterium	0.6666666666666666
ba6f7a2ea0a28d0f8c5eaf2cb947b48c	Unassigned	1.0
7739546487bf1503bc2e58d6d2920799	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__uncultured_bacterium	0.9
61d210d1cc827884be6e2c57cd5a1944	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__CAG-56; s__uncultured_bacterium	0.7142857142857143
a501137020c66853f9d9e7ecef8ba3c1	Unassigned	1.0
0cf96234168a8fd636898a2193f7803a	Unassigned	1.0
15fd758fbd25bfba68cf77bf6d995bb8	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae; g__Romboutsia; s__uncultured_bacterium	0.7
1b17a6e7393005fef102ff8b0aadf7ab	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_ND3007_group; s__uncultured_bacterium	1.0
f7445c482b8ed2e2a8edf1744c5f20fd	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus	1.0
f72863444150eeb98f719bc5ba3b0f3f	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Eggerthellaceae; g__uncultured; s__uncultured_bacterium	1.0
63caf1058c1137cb542497d390db7c3d	Unassigned	1.0
f2c38ae54b4759476303240e93239575	Unassigned	1.0
478c68e7b6c2264c050451f120cef00e	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Subdoligranulum; s__uncultured_bacterium	0.9
1de9c180d036a20dcd43fc369c4d0ac6	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	1.0
db12f8e13f12b1686551a40ea390e8e5	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	1.0
b1f71c6718d3ca6e2bb93885dbe98026	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Subdoligranulum; s__uncultured_bacterium	0.9
409f7ff656e929c77db978d00576dff3	Unassigned	1.0
61d1385f1d75ee1bbdbe2a2eb92c6de8	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Subdoligranulum; s__uncultured_bacterium	0.9
21fe47156168e241116e6ecb71f37eaa	Unassigned	1.0
08575b82a633f5abe05f1b1c91a2eac9	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Blautia; s__uncultured_bacterium	0.7
5a5120c176248f7eef6e07453c1cbdd3	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__[Ruminococcus]_torques_group; s__uncultured_bacterium	0.8
0a82d12e0cbb9597c2a51b0b31d9558b	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Klebsiella	1.0
efee8ae5259947a113ad83c158a1c11e	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas	1.0
dfe632451cdd871ab87d62bbea90ab20	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__[Ruminococcus]_gnavus_group; s__uncultured_bacterium	0.7
e60b7797c7b5dd2887279aa23ca7ab8a	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Dorea; s__uncultured_bacterium	0.8
e88c2facbe364094512e4855c04f3e4b	Unassigned	1.0
9d1d801746cd8ca29b77406eddeb4203	Unassigned	1.0
8ac28309a93744d92e1265ab649e4b95	d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Dialister; s__uncultured_bacterium	0.9
c47c4f69226e3d9148e28239beebecf9	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Dorea; s__uncultured_bacterium	1.0
2c0dcb28b34338160fe920e12db59499	Unassigned	1.0
1929c10ef5c9daa75531219d708b7c86	Unassigned	1.0
0f47755b5830b63a1f80bf8f97efb740	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_parasanguinis	0.6
fb3824abcb1379217a07ae165fc2b276	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_disiens	0.6666666666666666
e614fa0f1ba18ff88bb91fbffbc8e224	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnoclostridium; s__uncultured_bacterium	0.9
b73d0213274a753c8fce39fdca10469b	Unassigned	1.0
40cdcf1aa58ad793671503ce4aea1310	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__[Eubacterium]_coprostanoligenes_group; g__[Eubacterium]_coprostanoligenes_group; s__uncultured_bacterium	1.0
34a570d35183721651b6aed8417c643b	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Faecalibacterium; s__uncultured_bacterium	0.8
f4b7b899684bd2d17bf5136a31b0f299	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Ruminococcus; s__uncultured_bacterium	1.0
d6e58656b9dacf458c9097076830f60e	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Faecalibacterium; s__uncultured_bacterium	0.9
1afac7778fe290ba5251c04972ee8a36	Unassigned	1.0
c570249037fca255ea40cb629fb78ad3	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uncultured_bacterium	0.8
3e37c05f157813e9e5c3f184382d1bfe	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Faecalibacterium; s__uncultured_bacterium	0.8
b191a047861fb245b1ee73e954e4e2aa	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Faecalibacterium; s__uncultured_bacterium	0.8
5446eaa93ded354e80377c097d210ff6	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Blautia; s__uncultured_bacterium	1.0
30ea4e59b8f37dd71eaea63192f22250	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae; g__Coriobacteriaceae_UCG-003; s__uncultured_bacterium	1.0
8ba97c40c6e9357ebc14814e569f2b4b	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Anaerostipes; s__uncultured_bacterium	0.9
8bde3757d4b80a55e8e9620a487cfc1a	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__[Ruminococcus]_gauvreauii_group; s__uncultured_bacterium	0.9
2d85ba66bb1cafb389f9604aa3417cc2	Unassigned	1.0
6247b5a132884f26e612605483eb193b	Unassigned	1.0
0e90d467f7664140575c1b81e1dbc8d8	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnoclostridium	0.8
dbd6efb17970f8f49854d1a231e86a10	Unassigned	1.0
e18ee5b535433c00eda4d74ca109b084	Unassigned	1.0
d8fac4a0d9f663d21ccaca81aa2676ce	Unassigned	1.0
c19695682baa2abdd91f781289a3c328	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Sutterellaceae; g__Parasutterella; s__uncultured_organism	0.7
cdaab3cf135ebfe332f5d4275100f5f2	Unassigned	1.0
feae117f20ebb7b4218da5b6a54d1fd0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae; g__Intestinibacter; s__uncultured_bacterium	0.8
d03380597ce0f75d2c36af572f094e54	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae; g__Romboutsia; s__uncultured_bacterium	0.8
b154a1e9606033e44fa9bae351b6f553	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Subdoligranulum; s__uncultured_bacterium	1.0
9333135c05180b270931f8a68781fdab	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uncultured_bacterium	0.8
dd6d09ed4d7d0d14dbc92f4ec548f804	Unassigned	1.0
61d5e6d8d8dd43e4ab93079c4e661a76	Unassigned	1.0
36292c3a417f4636abb480e2e2b8fa9c	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uncultured_bacterium	0.9
c647d60a7b84a3f2c51a9c1ba7e50e83	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Faecalibacterium; s__uncultured_bacterium	0.9
768d0d1f8091e332fb52d6f1425cffc9	Unassigned	1.0
d0339f5760a7ab1d809e29a27ea1b533	Unassigned	1.0
bc082d43a27a05cfbe7c42c61ed14d18	Unassigned	1.0
376cb75c417867d881c9da6c76ef71eb	Unassigned	1.0
dc7bb13a8f1c7437cb5c3fa23f711c8f	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__[Eubacterium]_hallii_group; s__uncultured_bacterium	1.0
ae0fc64a96ef88c635bda651223e5116	d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Veillonella	1.0
c03ba4f9a00ead9f0f4be21decedc248	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_1; s__uncultured_bacterium	1.0
1ccfbaeb8c3a513669180c47bc8c73bf	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotellaceae_NK3B31_group; s__uncultured_bacterium	0.6666666666666666
4d9916cb51533c2a9d6a357d2f401717	d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Holdemanella; s__uncultured_bacterium	1.0
708314a8882afe575549fa38de2a5fc3	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	1.0
48bf83943e14e23ff382605ccf9c9b06	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Subdoligranulum; s__uncultured_bacterium	0.9
2983d386faf3f0c7a23a8b6e97b5fa9f	Unassigned	1.0
a314954a56b25bb969ffeb4356732058	Unassigned	1.0
09b5724a9ae14f9f1952caf1165f6e82	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__[Eubacterium]_hallii_group; s__uncultured_bacterium	1.0
c38382acf5cf002a71b1c87499b9b126	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnoclostridium; s__uncultured_bacterium	0.8
65b2b2fb8086c3edde1045219fb56341	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_bivia	1.0
3ebdb665ee68166f4ce80ce984e38bf8	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Roseburia	0.7
f0533fae6fce21d1611a8f6a4722e6ae	d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Dialister; s__uncultured_bacterium	0.75
f42b4f59f05ed2cd5f2f6aa0f31aeab6	Unassigned	1.0
859bf64d3768c9211ca42c85d866e8b9	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_UCG-008; s__uncultured_bacterium	1.0
d9c31bd830bafb4e99a1aea9f6382536	Unassigned	1.0
c84ce0e3f35ee8e6a8b04101170577f9	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uncultured_bacterium	0.6
6b27165181b913679c5d09677f1111c7	Unassigned	1.0
ebbb7f4c69beb0fb77ee4256b14c3991	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Roseburia; s__uncultured_bacterium	0.8
e7c8a985e4bc973853acb028b3024c8b	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uncultured_bacterium	0.8
45d1a200f892afbc3d01da6589f35777	Unassigned	1.0
77279e183ee8d049030c259a7595f084	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_mucosae	0.7
e20334d49a323d9967d0edad8272e900	Unassigned	1.0
d6c538f2c42bd3e958fd03a0b6c5c256	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__UCG-002; s__uncultured_bacterium	0.9
a119c04edeb52309d7b378701fb4b253	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Paraprevotella; s__uncultured_bacterium	0.7142857142857143
66f0df9209ea398f455d18cb4a293a87	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes	1.0
4ce80e01ae8a83148eef7a75c9a68c51	d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Dialister; s__uncultured_organism	1.0
4e8df4c1887f41c1b309b7df38d9d30c	Unassigned	1.0
e4c853e6c169bc1ef9434170681b1b89	Unassigned	1.0
689a7969fd6b1f729e3002b603d39acf	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	1.0
bb54734cb5151c0a706b1021b6c28f1a	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Roseburia; s__uncultured_bacterium	1.0
98d52e5c920e3950aacfc8b51586e2e4	Unassigned	1.0
70400b8579679955310ebf06bd9321bb	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Coprococcus; s__uncultured_bacterium	1.0
38d03ceb7ee5b48c76f2a37c8f90a71f	Unassigned	1.0
d36e2e59e3ff714cc67fb352159a9f53	Unassigned	1.0
89f0ecb816062915373472f3bca3206e	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Dorea; s__uncultured_bacterium	0.8
b75991d77bee1345b9dd9f15883cc703	Unassigned	1.0
7cd3f24b67c02019b71e78b117d37187	Unassigned	1.0
91b19386d4331ae15c699655e3564c3c	Unassigned	1.0
593f2b2215a902cc86275f86f33b67ba	Unassigned	1.0
372b6945ef67f93da05943faa18e272e	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__Bifidobacterium_animalis	1.0
33b3139d1b9c6a051cb3bf7d18586163	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Dorea; s__uncultured_bacterium	0.8
ef971ddb4c1c2b51a430e20d95639529	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Ruminococcus; s__uncultured_bacterium	1.0
4065ffe66bf614a6466d366b42c4f720	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Barnesiellaceae; g__Barnesiella; s__uncultured_bacterium	0.9
e906544253cd0b3c21891c022d93c768	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__uncultured_bacterium	1.0
b2cf84993e056e0f9d90134d2209a4ec	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides; s__uncultured_bacterium	0.8
92eea0eaf967edb3e92d275667ea9b1d	Unassigned	1.0
fcc2dc68467b18cad5df3d3a078dfcff	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Fusicatenibacter; s__uncultured_bacterium	0.6
27ed6e196ad3e4bcec827904c9e9f788	Unassigned	1.0
25e843b1c149211d11f642d6b2a3495d	Unassigned	1.0
61b6f6c23be1e67e234f1c2a5ed8fcba	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	0.9
106c09fcfa52be24968348ab645fe979	Unassigned	1.0
1473acd1129af541abb53ffa283a401a	d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Negativicoccus; s__uncultured_bacterium	1.0
0958dce934b153b82384488629afc652	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Coprococcus; s__uncultured_bacterium	1.0
46e8552b201453642a6e90b8fdb2450e	Unassigned	1.0
bb008ca31e8a7213374e07f2862fb4b1	Unassigned	1.0
10805a6145d36d628154f8f0ad49e30e	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Subdoligranulum; s__uncultured_bacterium	1.0
d1787ba2aad59b45b4e0cbd6ad0e2eaf	Unassigned	1.0
c93003d5bab8f20df88271b368b9bcf2	Unassigned	1.0
9b7632358750a895ddf2ee0d0ba7a464	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__[Ruminococcus]_gnavus_group; s__uncultured_bacterium	0.8
0d2232ff944f97ab27c1b0f4fed53317	d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Megasphaera; s__uncultured_bacterium	0.7142857142857143
744932fe95c0df791c4350752e63e183	Unassigned	1.0
8933f8bde4f8d54d49ae604195887a92	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; s__uncultured_bacterium	1.0
f936f1b5be3ed9a6c4d622b0ed0a7ad7	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae; g__Coriobacteriaceae_UCG-003; s__uncultured_bacterium	1.0
f9fbe18303549359d55eceff4592f8a3	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnoclostridium; s__uncultured_bacterium	0.9
12e08608d203736068dce31fd35668f5	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Faecalibacterium; s__uncultured_bacterium	1.0
a0f4d6794b4f4e4a715e03a91d421a1e	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Anaerostipes; s__uncultured_bacterium	0.9
6b834bb4bf9f033e3dcc879026437b5a	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__uncultured_bacterium	0.6
5debb9139a55200908dbfc8508a47a45	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__Enterococcus_faecalis	0.7
d82f7041b48a4b4cbcc7fbf906a425e6	Unassigned	1.0
a7f46c06f01ee969c541663751909e36	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotellaceae_NK3B31_group	1.0
2103023736337b1d1a76ab456a055a2b	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes	1.0
1e74d7b4a257ecea8903bea49168b822	Unassigned	1.0
2226376955cf1e17aa5f92d0d823504d	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcales-Tissierellales; g__Ezakiella; s__uncultured_bacterium	0.625
9bf1c0f8d2174b96004e7f707681fd62	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Fusicatenibacter; s__uncultured_bacterium	0.8
d9381f36009ffe38d9b3c3559dd13fef	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__[Ruminococcus]_gnavus_group; s__uncultured_bacterium	0.8
5d13c4e34e6092cdb6c54b95edf02b79	Unassigned	1.0
7a3592dce7251e4422177c438a5c5b04	Unassigned	1.0
09905f0201885bdbd2aae378653f0502	Unassigned	1.0
a01f62e45fe1b9593cc780eb32c618ee	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus	1.0
0cfb6d06190a162eab065f1fa7ef37bd	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__UCG-002; s__uncultured_bacterium	0.9
4dc16b1efe173d714ed72783a655842c	d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Dialister; s__uncultured_bacterium	0.6666666666666666
3c807419ffcc2fed0c8e307f45b2cac7	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Fusicatenibacter; s__uncultured_bacterium	0.7
3d7d4aeded9ebddda7cec22664555d6d	Unassigned	1.0
cd74ed6f7b61d04af6a24997cad2e139	Unassigned	1.0
5f7d13a7e8d791adb57f6e44364bc554	d__Bacteria; p__Firmicutes; c__Clostridia; o__Monoglobales; f__Monoglobaceae; g__Monoglobus; s__uncultured_bacterium	1.0
8ad4fe30db9a15a2d30a85cf0369dd57	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Faecalibacterium; s__uncultured_bacterium	0.9
c51e378090c07e4952f3a7818c414701	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__UCG-002; s__uncultured_bacterium	0.9
f071450ebb7980b9aa5ca10947ebb4c1	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Anaerostipes; s__uncultured_bacterium	1.0
1238c6c4a67dac1685f42c2b85ee325d	Unassigned	1.0
3a68bd676fcd78a92df0d72153d4b5d1	Unassigned	1.0
